Column1,Column2,Column3,Column3.4,Column4.1,Column3.1,Column4.3,Column3.3,Column4.2,Column5,Column3.2,Column4,Column3.5,Column4.4
470,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,"9539 Sierra Spur
Schwartzfurt, VA 40451",WP@gmail.com,HTC,47,10/6/2020 10:20,['fitness'],disgust,negative,0
473,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,bb987a93-cd4f-4b6b-8691-0997ff8a8ce8,Pauline Rose,37,"62549 Turner Plaza
North Courtney, DC 46366",PR@gmail.com,Samsung,74,3/20/2021 14:45,"['dogs', 'science', 'animals', 'studying']",indifferent,neutral,20
475,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,b4a6b3ac-b6af-4525-8d59-7afc00ff279d,Benny Addison,30,"086 Cole Inlet
East Todd, MS 21066",BA@gmail.com,Apple,55,9/20/2020 19:55,"['science', 'dogs', 'travel']",intrigued,positive,45
476,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,40f15350-9ac3-4b6c-83c3-51cc7945dd01,Steven Galeana,12,"4138 Schmitt Plain
Christineville, MN 73537",SG@gmail.com,HTC,24,12/20/2020 16:12,"['food', 'studying', 'tennis', 'public speaking']",scared,negative,15
477,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,0d47a133-383b-4a9c-976c-697ac65ccb19,Jennifer Mcintosh,5,"61708 Terri Walks Suite 867
East Dylan, MD 80914",JM@gmail.com,Samsung,23,5/8/2021 18:54,"['healthy eating', 'travel']",adore,positive,72
480,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,a58444bc-a23e-40a1-b09d-0f90bd5cd6b3,Maria Salas,21,"23372 Moore River Suite 639
North Davidfort, AK 29805",MS@gmail.com,Google,13,5/23/2021 4:59,"['culture', 'education']",cherish,positive,70
482,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,a81df767-7da1-4844-b63c-fee4c9c7895d,Lee Francis,16,"6688 Michael Route
West Josephfurt, VA 25603",LF@gmail.com,Samsung,74,4/16/2021 11:15,"['veganism', 'tennis']",super love,positive,75
499,baa2db00-81ba-4c34-b17d-dd950bfa133b,4baf648a-0ad5-412d-8250-5a0ff9289fbf,Winnie Bonita,41,"24946 Hall Camp Apt. 591
Moonview, DE 38595",WBwvtnefwtig,Motorola,12,8/8/2020 0:29,"['travel', 'healthy eating']",dislike,negative,10
503,baa2db00-81ba-4c34-b17d-dd950bfa133b,4cbd005f-69d5-4a83-9947-7009f69c0e7d,Mary Vasquez,4,"00903 Lynn Place Apt. 835
Juanstad, MD 22409",MV@gmail.com,Huawei,58,10/30/2020 16:05,"['healthy eating', 'technology', 'public speaking']",super love,positive,75
505,baa2db00-81ba-4c34-b17d-dd950bfa133b,ddc4db8e-0000-48c4-8fdb-d32af87fb823,Robert Clarke,16,"90239 Mckay Crossroad
Roberthaven, SC 74994",RC@gmail.com,Apple,0,12/18/2020 2:24,"['tennis', 'food', 'dogs']",interested,positive,30
508,baa2db00-81ba-4c34-b17d-dd950bfa133b,6978b891-dea2-4217-8bc8-47d5aa25e743,Steven Taylor,33,"65533 Ray Wells
Joshualand, AZ 75615",ST@gmail.com,Samsung,3,12/10/2020 5:51,"['animals', 'animals', 'food']",cherish,positive,70
509,baa2db00-81ba-4c34-b17d-dd950bfa133b,76cb4dbe-7748-49ab-8179-6e3f3b840dd6,Helen Shull,14,"23420 Brennan Mountains
Maddenfort, VT 01314",HS@gmail.com,Google,12,9/26/2020 12:50,"['technology', 'education', 'soccer']",love,positive,65
510,baa2db00-81ba-4c34-b17d-dd950bfa133b,ed1c744d-8561-4b41-b83c-7bf554fbca97,Martha Heaps,10,"PSC 8622, Box 3896
APO AP 71913",MH@gmail.com,Apple,90,1/13/2021 16:16,"['science', 'education']",want,positive,70
512,baa2db00-81ba-4c34-b17d-dd950bfa133b,fd7396b2-a18b-449c-b326-e676aebd7776,Douglas Colon,41,"982 Jones Stream Apt. 637
Aliceton, OR 78687",DC@gmail.com,Motorola,26,3/9/2021 21:30,['veganism'],disgust,negative,0
517,f98dde71-ce1d-4f6c-bb05-ae05779d2207,22056f9e-4654-44e9-930d-2fabdeb80f95,Chester Smith,23,"271 Ashley Fork Suite 100
Michaelburgh, MO 35011",CS@gmail.com,Huawei,58,4/14/2021 13:48,"['public speaking', 'science', 'veganism', 'tennis']",hate,negative,5
520,f98dde71-ce1d-4f6c-bb05-ae05779d2207,eff1e86a-8ede-4a41-818b-9442e3181ee3,Eva Brown,25,"PSC 8330, Box 1422
APO AP 16415",EB@gmail.com,Samsung,8,10/7/2020 9:31,"['studying', 'fitness']",like,positive,50
521,f98dde71-ce1d-4f6c-bb05-ae05779d2207,b7e4b060-7b74-408f-b7d7-67a5e1dbfce3,Crystal Scott,44,"11587 Harris Glens Suite 320
South Rodneyhaven, NY 26221",CS@gmail.com,Huawei,43,3/11/2021 14:45,"['food', 'fitness', 'dogs']",like,positive,50
522,f98dde71-ce1d-4f6c-bb05-ae05779d2207,9e9c6089-692f-406c-afee-50f62c127e9d,Brandon Portillo,16,"USS Hahn
FPO AA 69593",BPssplwxufql,Apple,58,3/30/2021 23:01,"['tennis', 'travel', 'science', 'education']",disgust,negative,0
531,f98dde71-ce1d-4f6c-bb05-ae05779d2207,c5d04879-87bd-4950-9e63-334382ef53af,Willie Poole,3,"USCGC Simpson
FPO AP 24488",WP@gmail.com,Motorola,46,4/25/2021 9:44,"['studying', 'public speaking']",super love,positive,75
532,f98dde71-ce1d-4f6c-bb05-ae05779d2207,3954373b-2411-4d3a-98ba-03bafc1a1a6d,Raymond Clowney,13,"50010 Powers Islands Apt. 535
Smithfurt, IL 16504",RC@gmail.com,HTC,65,2/28/2021 16:15,"['technology', 'public speaking', 'cooking']",dislike,negative,10
533,f98dde71-ce1d-4f6c-bb05-ae05779d2207,bbef3be1-172e-44bb-be3b-013140707ecf,Marie Laflam,21,"8832 Madison Fork
Sherriport, MD 39044",ML@gmail.com,Apple,72,10/22/2020 3:40,"['studying', 'public speaking', 'soccer', 'food']",disgust,negative,0
537,f98dde71-ce1d-4f6c-bb05-ae05779d2207,4027aa31-4bda-4e1d-92f7-49de962e8da9,Stacy Parker,23,"93081 Martinez Estate Suite 892
Harmonville, MO 67397",SP@gmail.com,Microsoft,32,10/25/2020 11:15,['animals'],dislike,negative,10
538,f98dde71-ce1d-4f6c-bb05-ae05779d2207,23cc47ff-e5cd-4915-828d-258aefce5a14,Grant Chadwick,23,"19372 Blake Ranch Suite 419
New Danielborough, VA 97870",GC@gmail.com,HTC,63,4/18/2021 11:43,"['soccer', 'animals', 'healthy eating']",interested,positive,30
540,f98dde71-ce1d-4f6c-bb05-ae05779d2207,c3988ef2-7e28-4db7-8981-c69f61a3bfce,Rosario Johnson,16,"89033 Christopher Run Suite 734
North Thomas, MO 31295",RJ@gmail.com,Samsung,82,10/26/2020 12:50,"['fitness', 'cooking', 'science']",love,positive,65
542,f98dde71-ce1d-4f6c-bb05-ae05779d2207,374634b7-aead-4f2f-9303-c15f456c4094,Gerald Cager,2,"PSC 1888, Box 5510
APO AA 90778",GC@gmail.com,HTC,24,12/2/2020 8:56,"['cooking', 'tennis', 'cooking']",dislike,negative,10
547,f98dde71-ce1d-4f6c-bb05-ae05779d2207,de050611-e926-43bb-b1ea-502d8bd25bfc,Karen Rios,3,"8912 Katherine Plaza
Port Jenna, VA 59860",KR@gmail.com,Huawei,98,7/23/2020 2:21,"['science', 'technology', 'cooking']",peeking,neutral,35
548,f98dde71-ce1d-4f6c-bb05-ae05779d2207,e69d9ade-20e5-4e31-bc70-5a46556c530f,Rhoda Thomas,16,"Unit 7564 Box 1230
DPO AP 95924",RT@gmail.com,Samsung,57,12/6/2020 14:59,"['dogs', 'food']",cherish,positive,70
550,f98dde71-ce1d-4f6c-bb05-ae05779d2207,ce9b41f4-625e-4868-83d1-6b53767a8af5,Dewey Sibley,19,"0605 Angela Lake Suite 496
East Matthewville, AL 68736",DS@gmail.com,Google,68,1/23/2021 2:20,"['cooking', 'dogs', 'public speaking', 'culture']",intrigued,positive,45
551,f98dde71-ce1d-4f6c-bb05-ae05779d2207,8c9c5ee7-9c8c-4842-bbd1-1d1e51da8164,Jeremy Rooney,31,"USNV Cole
FPO AA 11574",JR@gmail.com,Microsoft,92,7/14/2020 8:11,"['cooking', 'science']",intrigued,positive,45
552,f98dde71-ce1d-4f6c-bb05-ae05779d2207,2f112802-2501-45b5-a9d9-470cda6ef23e,Laverne Jones,10,"40259 Mark Mountains Suite 714
Lake Michaelchester, MI 25605",LJ@gmail.com,Google,73,4/23/2021 22:20,"['travel', 'food', 'healthy eating']",heart,positive,60
554,388bd9db-9d10-4f47-87c4-6db46e83bc95,80c9ce48-46f9-4f5e-b3ca-3b698fc2e949,Joyce Batts,42,"318 Sandra Circle Suite 396
Stevensport, SD 72190",JB@gmail.com,Google,39,8/22/2020 23:58,"['veganism', 'veganism', 'culture']",interested,positive,30
555,388bd9db-9d10-4f47-87c4-6db46e83bc95,11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,"8830 Cox View
Brittanystad, MT 70810",JR@gmail.com,Google,17,4/3/2021 23:11,"['culture', 'public speaking', 'technology']",like,positive,50
558,388bd9db-9d10-4f47-87c4-6db46e83bc95,31ff6616-c1dc-4b9a-8091-0b4d0cac25b1,Edna Horner,15,"521 Wagner Cliff
Dianefurt, WY 33795",EH@gmail.com,Apple,4,5/23/2021 16:22,['science'],want,positive,70
559,388bd9db-9d10-4f47-87c4-6db46e83bc95,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,Kathryn Henderson,2,"998 Lauren Villages Suite 720
Susanland, HI 92070",KH@gmail.com,Apple,40,10/3/2020 13:46,"['cooking', 'technology', 'fitness']",dislike,negative,10
561,388bd9db-9d10-4f47-87c4-6db46e83bc95,4bc62825-3109-4796-9465-1bf853165347,Billie Frank,43,"287 Harris Common Suite 990
Emilyburgh, AK 56009",BF@gmail.com,Motorola,66,12/16/2020 1:34,"['technology', 'food', 'dogs', 'soccer']",want,positive,70
566,388bd9db-9d10-4f47-87c4-6db46e83bc95,b83ae39f-2b80-4925-b5ff-34ddefd7f07c,Vivian Toney,31,"72478 Blackwell Springs Apt. 850
West Lindsayville, IN 42605",VTrgqcnsrvpx,Apple,56,6/16/2021 0:13,"[0, 1, 2]",love,positive,65
567,388bd9db-9d10-4f47-87c4-6db46e83bc95,58fc0c8b-f669-4ee3-9a92-6d4290d85277,Willis Brockman,12,"5619 Floyd Stream Suite 948
Pruittmouth, WA 61597",WB@gmail.com,Apple,7,6/3/2021 12:45,"['education', 'fitness', 'dogs', 'healthy eating']",like,positive,50
568,388bd9db-9d10-4f47-87c4-6db46e83bc95,fd4da61a-5102-4311-8b9f-2ec57bfac6b1,Bruce Porter,22,"20641 Turner Causeway
Robertville, MT 44649",BP@gmail.com,Samsung,24,4/19/2021 5:11,['education'],dislike,negative,10
569,388bd9db-9d10-4f47-87c4-6db46e83bc95,ac4e6ee0-d1bd-4e6b-9355-7567b3e3ec5e,Charles Browder,2,"43714 Shane Row Suite 973
Kanebury, RI 31041",CB@gmail.com,Google,24,3/25/2021 22:25,"['cooking', 'soccer']",heart,positive,60
572,388bd9db-9d10-4f47-87c4-6db46e83bc95,98511140-45c4-4faa-9962-fea5ad618ea3,Michael Villegas,36,"8817 Paul Vista Apt. 501
Coreybury, LA 38711",MV@gmail.com,Huawei,9,7/22/2020 17:01,"['culture', 'soccer', 'fitness']",interested,positive,30
574,78d0075f-895c-4a15-a35c-a921e2bb2cea,3d13e0d3-e765-4065-9221-3f864689b9e0,Mark Nettles,8,"56558 Morales Neck Apt. 243
Port Sherylhaven, OK 55241",MN@gmail.com,HTC,2,9/11/2020 19:13,"['dogs', 'education', 'dogs']",want,positive,70
575,78d0075f-895c-4a15-a35c-a921e2bb2cea,07061727-dc05-4411-ab78-79f95b1869a9,Lana Forrest,38,"6846 Jennifer Court
South Christophershire, OR 42839",LF@gmail.com,Huawei,81,4/30/2021 9:22,['dogs'],super love,positive,75
576,78d0075f-895c-4a15-a35c-a921e2bb2cea,bf721d00-4fa1-44b1-834f-4730cd51aefa,Tara Johnson,38,"06429 Jonathan Junction
Brianmouth, GA 93687",TJ@gmail.com,Samsung,37,12/13/2020 15:10,"['fitness', 'public speaking', 'culture', 'science']",scared,negative,15
586,78d0075f-895c-4a15-a35c-a921e2bb2cea,0c9ea4da-c609-4b08-ab44-1da0530ba364,Eugene Battaglia,28,"9527 Ellen Station
Heatherberg, SC 95732",EB@gmail.com,Google,0,5/24/2021 5:36,"['soccer', 'public speaking']",hate,negative,5
587,78d0075f-895c-4a15-a35c-a921e2bb2cea,bbe8f83c-af9c-4dab-b5fa-7925822e450d,Dona Rivera,37,"4820 Jeffrey Wall
Port Stacy, MA 06050",DR@gmail.com,Samsung,47,6/11/2021 9:36,"['animals', 'healthy eating', 'travel']",cherish,positive,70
589,78d0075f-895c-4a15-a35c-a921e2bb2cea,683d880b-3ccf-4f4d-8182-96e7a7a884bd,Sheila Liberty,27,"3509 Lee Rue Apt. 774
Sanchezview, RI 60023",SL@gmail.com,Motorola,47,3/6/2021 20:42,"['culture', 'tennis', 'veganism', 'fitness']",love,positive,65
591,78d0075f-895c-4a15-a35c-a921e2bb2cea,3ae50cc3-39cc-440a-8e31-3215011f2762,Crystal Dukes,27,"796 Burgess Vista Suite 995
Lake Rachel, MT 18164",CD@gmail.com,Huawei,23,5/30/2021 19:32,['technology'],indifferent,neutral,20
595,78d0075f-895c-4a15-a35c-a921e2bb2cea,f62c96d8-5b1e-45c6-8a65-b36a9387827d,Charles Pennington,4,"418 Jennifer Motorway Suite 815
Cruzview, GA 03543",CP@gmail.com,Microsoft,6,12/4/2020 7:19,"['food', 'culture']",love,positive,65
596,78d0075f-895c-4a15-a35c-a921e2bb2cea,e3417115-6e56-4f55-a4ae-70353582a8c4,John Polsgrove,6,"3645 Jacob Rapid Suite 379
Martinside, AK 05542",JP@gmail.com,Motorola,46,7/12/2020 18:21,"['healthy eating', 'public speaking']",worried,negative,12
598,78d0075f-895c-4a15-a35c-a921e2bb2cea,d2e48a3d-aeca-4b36-8550-f8cbb10d09b8,Helen Barette,5,"565 Rogers Gardens Suite 613
East Kevin, CT 42190",HB@gmail.com,Google,83,6/14/2021 4:29,"['cooking', 'studying']",intrigued,positive,45
602,78d0075f-895c-4a15-a35c-a921e2bb2cea,ae4eaf32-9db8-457d-ad58-1c4fad4b7eff,Guy Johnson,30,"1656 Megan Vista
Lake Kristin, FL 81830",GJ@gmail.com,Samsung,83,12/18/2020 0:13,"['food', 'tennis', 'cooking', 'travel']",scared,negative,15
605,78d0075f-895c-4a15-a35c-a921e2bb2cea,63e1cb43-d3dc-491a-af16-209c1c152c44,Deborah Thomas,19,"9665 Bean Forge Suite 635
Franciscoside, ND 41116",DT@gmail.com,Apple,39,10/11/2020 9:52,"['dogs', 'technology']",scared,negative,15
607,78d0075f-895c-4a15-a35c-a921e2bb2cea,acd90ee9-84cd-465e-88e3-f128dd0cc1da,Thomas Shoemaker,37,"78377 Michael Street
Lake Andrew, CA 48937",TS@gmail.com,Samsung,94,12/7/2020 0:39,['culture'],disgust,negative,0
611,78d0075f-895c-4a15-a35c-a921e2bb2cea,9ed68c70-13fd-4346-808f-2665943c46d6,Maritza Kahola,0,"Unit 8003 Box 5162
DPO AP 61225",MK@gmail.com,Huawei,19,1/8/2021 19:20,"['soccer', 'science', 'healthy eating', 'healthy eating']",heart,positive,60
614,78d0075f-895c-4a15-a35c-a921e2bb2cea,f717de6d-2b64-4ef9-855d-ff1c9460c3fe,Vivian Floyd,30,"07272 Mark Shores
North Kelli, NE 27814",VF@gmail.com,Microsoft,25,7/6/2020 19:29,['science'],disgust,negative,0
615,78d0075f-895c-4a15-a35c-a921e2bb2cea,95023c1b-04b7-4efd-ab34-61a4a70bb9d8,Arthur Wittmer,5,"038 Roy Port Suite 983
Charlesstad, MT 64615",AW@gmail.com,HTC,54,11/11/2020 14:07,"['studying', 'public speaking', 'travel', 'studying']",cherish,positive,70
620,78d0075f-895c-4a15-a35c-a921e2bb2cea,a92660de-2154-4694-a86e-88cb81c8ea95,Sarah Alexander,29,"3558 Kurt Underpass Suite 261
Lake Brenda, TN 07706",SA@gmail.com,ouafw,98,6/8/2021 23:06,"['public speaking', 'animals', 'tennis']",adore,positive,72
624,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,e09aa625-3db7-49bd-be09-9aaa0c86a8bf,Matthew Perkins,30,"81352 Blair Walks
New Daniel, TX 08232",MP@gmail.com,Google,8,2/24/2021 18:34,"['dogs', 'science', 'animals', 'cooking']",heart,positive,60
626,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,04e52602-e370-4a99-bfda-f0c1655058da,Mark Turpin,6,"USNV Lee
FPO AP 28828",MT@gmail.com,Motorola,47,10/20/2020 15:14,"['culture', 'animals', 'food']",heart,positive,60
627,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,13f0db8a-152a-496f-a6e8-1ed6a90b8788,Erin Carroll,42,"Unit 8199 Box 1582
DPO AP 88280",EC@gmail.com,Microsoft,27,12/9/2020 20:38,"['public speaking', 'food', 'cooking']",want,positive,70
630,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,6ecb39b1-8f85-44f1-b2f3-0cffcba4d731,Clifford Hebert,22,"181 Kristen Estates
Hullchester, OH 44577",CH@gmail.com,HTC,19,8/28/2020 15:56,"['animals', 'travel', 'travel']",peeking,neutral,35
632,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,274ac4ac-395a-4f70-90e5-9771ac3db11b,Diane Arrington,32,"588 Michael Road
Lake Larryberg, MD 40485",DA@gmail.com,Apple,60,12/6/2020 22:28,"['food', 'travel']",peeking,neutral,35
635,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,e57c1d53-11ce-4df6-bb4b-85647776fd6d,John Bayly,25,"80826 Fox Fall
East Michael, KS 93499",JB@gmail.com,HTC,79,7/26/2020 11:28,"['travel', 'studying']",disgust,negative,0
638,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,9d0a0b94-b081-40d7-bf56-6f8f4750dbaf,Raymond Wander,16,"24312 Martin Views
Marytown, AZ 15304",RW@gmail.com,Microsoft,10,12/18/2020 6:02,"['studying', 'science']",super love,positive,75
647,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,dd118345-3ba6-4800-9686-d5479fee403d,Christopher Mitchell,19,"Unit 8902 Box 9429
DPO AP 73681",CM@gmail.com,HTC,22,4/13/2021 21:53,"['public speaking', 'fitness']",interested,positive,30
649,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,Patricia Brown,0,"737 Frederick Squares Suite 479
East Tiffanyhaven, RI 58805",PB@gmail.com,Microsoft,83,2/3/2021 11:48,"['veganism', 'travel']",peeking,neutral,35
652,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,c880dbc5-8997-4f38-9055-c254b9133175,Lois Wallen,18,"4939 Lozano Forest Apt. 330
South Jessica, CA 74017",LW@gmail.com,Motorola,49,9/10/2020 0:27,"['education', 'culture', 'public speaking']",worried,negative,12
655,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,f9775602-43ab-4d54-ad93-7c9a489879bc,Madeline Schleich,40,"5566 William Locks Apt. 237
Lake Monica, WV 22909",MS@gmail.com,Motorola,59,2/24/2021 23:54,"['animals', 'public speaking', 'veganism']",love,positive,65
658,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,b9480379-4b96-412c-8dca-96fff9ae81a3,Everett Vance,21,"0538 David Roads
Fergusonmouth, MD 32236",EV@gmail.com,Google,40,8/14/2020 19:14,"['food', 'soccer', 'healthy eating']",scared,negative,15
665,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,789b11b4-96ff-4abd-8da2-3da8b12d1e6e,Drew Robbins,13,"Unit 0892 Box 7484
DPO AE 41789",DR@gmail.com,Motorola,70,1/18/2021 22:57,"['veganism', 'healthy eating', 'science']",interested,positive,30
666,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,5d33137a-3306-4d5f-8ab1-48d2446a12b0,Raymond Smith,0,"PSC 9104, Box 9179
APO AP 34539",RS@gmail.com,HTC,41,7/29/2020 6:29,['veganism'],love,positive,65
668,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,122c3e03-0a96-4d62-9d17-27f8e2b6ba58,Rudolph Villena,39,"89512 Todd Course Suite 452
Katherinemouth, WA 95143",RV@gmail.com,Huawei,4,12/22/2020 12:17,['public speaking'],heart,positive,60
676,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,30be2156-59d1-451e-beea-1a3690200a2b,David Gafford,15,"18209 Williams Freeway
South Terri, MA 51015",DG@gmail.com,Samsung,74,5/16/2021 15:45,"['healthy eating', 'fitness', 'tennis']",worried,negative,12
680,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,64b82ed5-80dc-4fbb-9dfc-d7e037684f0e,Daniel Ibara,32,"993 Jacob Island
New Susanside, MD 70021",DI@gmail.com,Apple,27,4/23/2021 18:00,['science'],want,positive,70
681,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,5ffd8b51-164e-47e2-885e-8b8c46eb63ed,Ruth Nemoede,0,"PSC 9038, Box 4090
APO AP 52456",RN@gmail.com,Huawei,98,12/21/2020 21:36,['science'],heart,positive,60
683,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,45064aca-5e28-4b1f-be64-202fc5e0daba,Celia Tucker,35,"04308 Jacobs Valleys
East Erik, CO 04987",CT@gmail.com,Google,57,5/23/2021 4:00,"['public speaking', 'dogs', 'cooking']",scared,negative,15
687,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,af647535-dae8-4ca3-9203-bf4bfc607ffe,Michael Newell,16,"19797 Chen Ferry
Port Erikaland, WI 98982",MN@gmail.com,Microsoft,70,3/12/2021 12:19,"['tennis', 'technology', 'healthy eating', 'education']",heart,positive,60
697,34a3747a-0b77-42f6-ae19-87c38b94b674,2aae6657-1214-4119-8cde-6b0dc5cd5529,Christopher Gipson,40,"189 Heidi Glen
Fisherborough, KS 37123",CG@gmail.com,Microsoft,92,3/14/2021 7:11,"['healthy eating', 'dogs', 'science', 'soccer']",cherish,positive,70
698,34a3747a-0b77-42f6-ae19-87c38b94b674,a8229d24-f219-4930-a382-24049a8f73bb,Richard Bain,25,"867 Lisa Causeway Apt. 015
West Brentmouth, AL 99540",RB@gmail.com,HTC,25,7/2/2020 11:39,"['fitness', 'cooking', 'animals', 'travel']",adore,positive,72
704,34a3747a-0b77-42f6-ae19-87c38b94b674,1ff398e4-6b68-451d-9b00-2d2a565ba22a,Fae Bush,29,"87079 Cross Extension Suite 431
New Davidtown, ID 06080",FB@gmail.com,HTC,68,9/7/2020 1:45,"['culture', 'travel']",like,positive,50
707,34a3747a-0b77-42f6-ae19-87c38b94b674,ce7c338c-cad4-408f-895b-510ca73a388b,Carmen Sander,22,"64510 Howard Fork
West Samantha, GA 83833",CS@gmail.com,Google,36,3/1/2021 20:21,"['travel', 'food', 'culture']",interested,positive,30
709,34a3747a-0b77-42f6-ae19-87c38b94b674,fc17ca61-7c66-4ceb-8504-32f58b438b45,Cory Porter,41,"979 Dennis Gateway Suite 250
West Jenniferview, NM 80685",CP@gmail.com,Motorola,94,6/30/2020 10:29,"['dogs', 'dogs', 'public speaking']",indifferent,neutral,20
710,34a3747a-0b77-42f6-ae19-87c38b94b674,a4fd7920-9edf-4930-84bd-7a38b3bf9cec,Wayne Calabrese,39,"03829 Matthew Hollow
Lake Matthewland, KY 72330",WC@gmail.com,HTC,59,4/30/2021 2:55,"['food', 'fitness']",indifferent,neutral,20
711,34a3747a-0b77-42f6-ae19-87c38b94b674,4291e9a9-b4a8-42e1-b032-520b16f93888,Taylor Webster,6,"7013 Brett Canyon
Derrickfurt, TN 95557",TW@gmail.com,Samsung,90,8/9/2020 10:14,"['travel', 'dogs', 'travel']",indifferent,neutral,20
716,34a3747a-0b77-42f6-ae19-87c38b94b674,5d04455b-a95e-40d8-bcd4-8c485777c47f,Deborah Nealy,29,"987 Villanueva Common
South Patrickburgh, NE 86817",DN@gmail.com,Google,9,6/18/2021 1:10,['travel'],peeking,neutral,35
720,34a3747a-0b77-42f6-ae19-87c38b94b674,05d7e77f-a18a-4358-a23a-46c560b3682e,Jason Evanoff,8,"540 Shah Hollow
East Chadport, TN 55493",JE@gmail.com,Microsoft,91,3/18/2021 13:28,"['veganism', 'veganism', 'veganism']",peeking,neutral,35
732,34a3747a-0b77-42f6-ae19-87c38b94b674,f46eee2a-6024-4046-a6f4-5232366edb87,Thomas Wickman,1,"USCGC Wang
FPO AP 92458",TW@gmail.com,Google,17,10/9/2020 19:16,"['cooking', 'culture', 'fitness', 'cooking']",cherish,positive,70
737,34a3747a-0b77-42f6-ae19-87c38b94b674,c7b6e374-1bef-48c3-8222-cc231dbd5cce,Justin Hooper,8,"4719 Joseph Cape Apt. 672
Port Nathanielhaven, SC 42585",JH@gmail.com,Huawei,21,5/14/2021 17:54,"['veganism', 'science', 'education']",intrigued,positive,45
741,2920dccb-e06f-49fc-8049-b6d4164dfe84,eb74e88c-1bf5-402f-987e-90a5977ae1e3,Julio Tiano,23,"0384 Perkins Squares Apt. 339
South Madison, KY 67565",JT@gmail.com,Huawei,46,2/23/2021 1:14,['public speaking'],adore,positive,72
751,2920dccb-e06f-49fc-8049-b6d4164dfe84,8665a934-dc22-482b-9289-2e2c9d6a4095,Gavin Anderson,42,"23776 Nathan Street
New Andrew, ME 65273",GA@gmail.com,Apple,24,12/7/2020 11:41,"['healthy eating', 'food', 'soccer', 'healthy eating']",scared,negative,15
753,2920dccb-e06f-49fc-8049-b6d4164dfe84,9dcb5fd8-9e7f-40d3-bd1d-edf33ecf6388,Jorge Oglesby,33,"65767 John Stravenue
North Thomasbury, WA 51467",JO@gmail.com,Samsung,89,2/4/2021 11:26,"['food', 'animals', 'science', 'soccer']",interested,positive,30
755,2920dccb-e06f-49fc-8049-b6d4164dfe84,8d67b1c4-cd76-4701-a908-738e7a2411e7,Katie Cooper,18,"338 Ramirez Knoll Apt. 999
North Eric, NM 56762",KC@gmail.com,Motorola,81,2/2/2021 9:22,"['public speaking', 'science', 'food', 'veganism']",worried,negative,12
759,2920dccb-e06f-49fc-8049-b6d4164dfe84,fe37b2b4-ee09-4caf-aff5-fd15f6f083a1,Calvin Wilmoth,1,"033 Kim Isle Suite 977
Stephenfort, ID 13388",CW@gmail.com,Microsoft,62,10/25/2020 17:21,['tennis'],indifferent,neutral,20
761,2920dccb-e06f-49fc-8049-b6d4164dfe84,63e07d14-7bed-44b8-9cf0-4a7e9b2a99ea,Bonnie Castillo,32,"42803 Crawford Extensions Suite 059
New Dustinshire, NM 59137",BC@gmail.com,Microsoft,10,1/3/2021 20:01,"['dogs', 'studying', 'public speaking']",hate,negative,5
771,2920dccb-e06f-49fc-8049-b6d4164dfe84,a6e32004-8866-40e5-aaeb-e159c13fd42a,Ruth Wilkins,23,"6436 Michele River Suite 127
Port Kristina, NJ 05832",RW@gmail.com,Microsoft,30,9/28/2020 3:59,"['technology', 'dogs', 'tennis', 'animals']",worried,negative,12
782,f4e3840e-bb71-40c2-afc5-9408d842646d,e79a2e98-57b4-4469-8da4-87f338460d42,Gilbert Griffin,35,"0496 Patterson Throughway Suite 903
Lake Brianstad, PA 93061",GG@gmail.com,Apple,63,6/28/2020 7:53,"['public speaking', 'science', 'culture', 'culture']",cherish,positive,70
